frekuensi
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
797
1174
1057
1214
766
377
86
373
142
285
391
655
1510
389
511
273
79
103
36
47
93
220
85
154
179
45
44
145
108
31
91
83
63
31
16
150
92
62
131
153
468
819
76
370
645
257
104
66
82
57
43
70
94
128
151
146
84
51
111
121
81
134
111
187
263
342
383
252
736
233
120
154
55
170
123
74
117
114
86
113
37
130
602
285
173
199
148
188
109
335
488
262
314
172
88
165
242
279
122
414
189
230
230
40
217
80
244
251
365
299
449
706
1525
2601
1618
806
891
154
518
950
318
415
522
793
2142
85
285
228
208
116
220
64
140
12
4
160
-180
112
-116
168
-20
76
108
-4
68
-4
236
-172
160
-220
128
-144
112
-88
-68
-196
-188
64
-124
0
-40
-100
36
12
248
-96
240
-196
240
-132
216
-88
56
-88
-16
100
-20
24
-88
56
-40
-40
212
-92
96
-56
180
-44
112
-152
-28
88
-300
80
-296
120
-404
32
-244
-64
-148
8
-100
-40
44
4
104
60
-32
232
-160
112
-140
92
-112
-88
-60
-204
-4
-136
92
-52
120
-24
208
96
192
188
120
84
-24
204
4
36
68
-132
36
-116
220
-224
192
-220
208
-12
152
116
76
24
-36
132
20
-20
-100
-68
16
-160
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1743
2395
1311
504
464
861
1180
774
581
774
468
312
615
355
116
58
44
156
169
104
189
252
204
356
214
151
145
133
160
118
109
70
136
97
203
121
130
252
286
367
713
629
168
299
300
362
101
69
122
40
51
75
30
139
60
202
221
43
38
128
87
54
117
152
199
186
317
543
762
237
88
139
67
15
156
139
134
229
36
147
170
145
641
32
157
117
104
245
189
196
380
508
359
231
130
61
56
602
547
304
337
146
383
310
522
118
500
417
317
345
221
968
1904
2409
1550
1489
818
309
121
317
922
574
317
1075
1893
507
332
-20
96
-176
80
-136
184
-160
88
-240
12
-124
-84
52
-144
48
-216
128
-84
92
-160
40
-48
-140
108
-48
-40
-64
-40
-24
-64
40
-180
248
-324
248
-140
248
-88
120
68
-20
100
-28
256
-68
56
