frekuensi
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
185
4609
2030
1549
224
347
1652
1036
847
775
385
204
604
424
392
401
473
252
209
368
281
625
369
241
145
153
216
321
290
212
99
97
35
194
260
146
130
214
112
246
864
455
81
304
319
617
120
195
288
318
183
83
198
264
192
212
131
64
30
254
137
145
109
78
180
45
322
309
631
287
216
140
94
494
322
167
159
179
167
157
205
202
444
136
80
237
109
129
116
337
723
421
357
228
30
416
745
589
639
523
516
81
12
229
288
325
159
235
144
380
547
633
695
1831
2502
1026
1676
1157
574
769
631
882
721
1671
1503
352
355
16
28
44
28
28
-64
-176
48
72
-196
128
-324
-24
-200
44
-124
-68
-184
-200
24
-268
72
-272
-72
-304
-92
-160
-156
-212
-228
-52
-292
20
-88
-100
-32
-196
108
-188
136
-268
276
-288
124
-120
72
-68
-16
0
-188
28
-192
136
-176
-80
-112
-44
-76
-48
4
-72
-88
-204
100
-80
-104
80
-312
144
-152
244
-196
180
-220
204
-40
156
80
-24
80
-16
220
112
152
-16
152
44
48
304
-56
224
-60
244
44
172
28
176
192
-48
320
8
320
-48
344
16
216
72
192
276
120
212
192
152
192
284
276
164
188
112
460
32
340
64
228
128
268
268
96
216
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1609
1957
722
761
424
222
832
130
240
408
379
1410
602
467
99
106
58
48
123
223
138
262
92
157
174
143
76
46
64
157
116
51
135
85
54
151
50
107
115
91
794
466
145
297
439
826
193
140
136
150
118
143
49
70
128
104
54
65
50
95
24
41
172
235
162
242
318
525
521
79
40
36
147
125
83
240
82
278
141
147
51
78
518
36
69
196
132
72
79
246
729
309
145
109
46
124
273
347
149
233
177
306
121
141
432
175
116
124
441
253
393
628
1294
2491
3111
1343
583
372
181
501
588
334
414
1909
1278
718
563
-92
-104
104
-252
40
-276
116
-180
148
-160
60
44
-124
204
-92
160
-156
188
-92
44
-68
-36
128
-188
16
-84
20
32
40
136
-80
128
-80
392
-108
352
-108
156
-8
84
52
-44
-4
-336
92
-180
-52
-132
-172
-104
-104
184
-96
68
-112
84
44
-8
192
-164
104
-264
232
-212
120
-288
72
-104
-132
64
-64
52
-24
20
64
-4
44
-120
172
-308
72
-180
-12
-168
-80
-52
-288
-60
-240
124
-220
84
-248
60
-140
112
0
-28
-80
-216
52
-120
-92
12
-260
28
-256
164
-292
44
-312
-12
-108
-72
20
-140
20
-228
136
-100
60
-200
-56
-28
-180
52
-96
-36
-96
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
